2.213241e+00,2.681820e+00,2.136880e+00,1.143354e+00
2.424693e+00,3.928298e+00,2.706475e+00,2.154455e+00
4.335589e+00,2.463470e+00,4.167688e+00,1.079634e+01
2.605236e+00,3.049257e+00,2.723920e+00,9.443787e+00
3.118233e+00,4.201033e+00,2.414959e+00,-1.196152e+01
4.426750e+00,3.918880e+00,3.722229e+00,-1.753829e+00
4.539789e+00,2.244373e+00,4.121106e+00,9.828711e+00
4.294347e+00,2.127467e+00,4.248605e+00,1.927695e+01
4.849968e+00,2.212148e+00,3.210160e+00,1.142333e+01
4.935003e+00,3.451033e+00,4.637137e+00,-2.347697e+00
2.951511e+00,4.787621e+00,2.334450e+00,3.493565e-01
4.162786e+00,4.152583e+00,3.816969e+00,9.666863e+00
4.484253e+00,3.489539e+00,2.112901e+00,5.359653e+00
3.382681e+00,4.819032e+00,2.656814e+00,5.512132e+00
2.047458e+00,3.875622e+00,2.081243e+00,3.963669e+00
4.414118e+00,4.701185e+00,4.037716e+00,3.772083e+00
2.450730e+00,2.033343e+00,4.497488e+00,6.750340e+00
3.499980e+00,3.278653e+00,4.780680e+00,1.011060e+01
4.848105e+00,3.722495e+00,2.625725e+00,-1.385444e+00
2.656761e+00,2.769493e+00,4.552669e+00,1.011828e+01
4.552074e+00,3.954599e+00,3.288512e+00,1.009962e+01
2.178045e+00,3.293453e+00,4.089779e+00,-4.181097e+00
3.445125e+00,4.426229e+00,3.814328e+00,4.521962e+00
4.025614e+00,2.570137e+00,4.827843e+00,1.689697e+01
4.781154e+00,3.207487e+00,4.894088e+00,1.139929e+01
2.586691e+00,2.894686e+00,4.769851e+00,1.509188e+00
4.792130e+00,2.575376e+00,2.494807e+00,1.481774e+01
4.316039e+00,3.988632e+00,3.968424e+00,1.399620e+01
4.134392e+00,3.060347e+00,3.499966e+00,6.443415e+00
4.287881e+00,2.960365e+00,4.816130e+00,6.720109e+00
4.807348e+00,2.603854e+00,4.151014e+00,2.456752e+01
4.218462e+00,2.994867e+00,4.526943e+00,1.196376e+01
3.469341e+00,4.595493e+00,4.380519e+00,1.565840e+01
3.256933e+00,2.945955e+00,2.501813e+00,1.292994e+01
3.083929e+00,3.607098e+00,2.897557e+00,1.077786e+01
4.934222e+00,2.658992e+00,3.957152e+00,1.904995e+01
3.448522e+00,4.345654e+00,2.893886e+00,1.211911e+01
3.457540e+00,2.917391e+00,4.865395e+00,-2.544308e+00
2.004886e+00,2.329151e+00,2.219506e+00,7.337076e+00
4.731071e+00,3.473525e+00,2.809550e+00,9.806403e+00
3.853050e+00,3.716593e+00,2.964155e+00,4.601976e+00
2.035719e+00,3.544087e+00,3.083732e+00,-1.238655e+00
4.652962e+00,3.787967e+00,4.664332e+00,9.088771e+00
3.602366e+00,3.474331e+00,2.481132e+00,8.492377e+00
2.211230e+00,3.240302e+00,4.118584e+00,4.276637e+00
4.486584e+00,3.339598e+00,4.131244e+00,6.325902e+00
3.882784e+00,2.327316e+00,3.311641e+00,-2.321941e+00
3.893152e+00,3.126781e+00,4.708396e+00,1.564414e+01
2.191306e+00,2.842287e+00,2.659796e+00,4.571372e+00
2.937184e+00,4.427310e+00,2.936249e+00,2.487488e+00
4.875155e+00,2.959522e+00,2.615749e+00,-1.436303e+01
2.896644e+00,3.300980e+00,3.848166e+00,-7.382151e-01
3.194841e+00,4.842974e+00,2.811575e+00,-1.347533e+00
4.331250e+00,3.603371e+00,3.455275e+00,1.627536e+01
2.641150e+00,4.953133e+00,4.854549e+00,8.989465e+00
2.586133e+00,3.715421e+00,2.946891e+00,9.704107e+00
4.687847e+00,3.035892e+00,4.455055e+00,2.215006e+00
2.522301e+00,4.875482e+00,4.112216e+00,5.454583e+00
2.362989e+00,4.797273e+00,2.895773e+00,-3.527187e-01
4.397159e+00,4.869340e+00,2.820725e+00,-1.133358e+00
2.931840e+00,4.456436e+00,4.095659e+00,1.417029e+00
2.239653e+00,3.905950e+00,2.246231e+00,6.904019e+00
4.611238e+00,3.618369e+00,2.422894e+00,7.559240e+00
2.317522e+00,4.249708e+00,3.731646e+00,7.081237e+00
2.242567e+00,2.650297e+00,3.728258e+00,1.176419e+01
4.377230e+00,4.307205e+00,3.333744e+00,1.277686e+01
3.292433e+00,4.282480e+00,2.324438e+00,5.256408e+00
2.986853e+00,2.542819e+00,4.800997e+00,1.914250e+01
3.636471e+00,4.279226e+00,3.482926e+00,4.109707e+00
4.637959e+00,4.942113e+00,4.900150e+00,-3.687567e+00
2.650830e+00,2.203555e+00,2.804476e+00,1.858591e+01
3.477212e+00,3.637261e+00,4.615502e+00,6.971201e+00
3.270725e+00,3.986125e+00,4.397003e+00,1.496733e+01
4.473660e+00,4.182749e+00,4.218620e+00,-1.109497e-01
4.416095e+00,3.500987e+00,2.072741e+00,-2.100980e+00
3.323842e+00,3.634766e+00,4.040471e+00,7.783801e+00
4.477605e+00,2.791117e+00,3.312253e+00,8.489640e+00
3.117135e+00,3.244258e+00,2.373421e+00,-4.673170e-01
3.107459e+00,2.939734e+00,3.472506e+00,9.484224e+00
4.252393e+00,4.692317e+00,2.060187e+00,-7.841758e+00
3.494625e+00,3.562012e+00,4.543319e+00,1.004421e+01
4.214003e+00,3.037805e+00,4.878278e+00,2.013617e+01
2.242054e+00,4.292344e+00,4.395828e+00,1.467216e+01
4.410039e+00,2.831894e+00,4.018019e+00,-1.130756e+00
3.197609e+00,3.763571e+00,3.026978e+00,1.321003e+01
4.962947e+00,2.616283e+00,3.859391e+00,6.417720e+00
4.586060e+00,2.731235e+00,4.767960e+00,1.679409e+01
2.515207e+00,2.747426e+00,2.488398e+00,-1.065329e+00
4.258600e+00,2.355222e+00,2.417173e+00,1.457555e+00
2.646705e+00,3.007154e+00,4.927493e+00,9.240382e+00
4.341915e+00,3.055620e+00,3.167799e+00,7.037189e+00
4.396111e+00,4.654975e+00,2.855657e+00,6.796185e+00
