4.232033e+00,6.229358e+00,3.855822e+00,4.393080e+00,3.935537e+01
3.319999e+00,4.948705e+00,3.518554e+00,3.923071e+00,-7.215321e+00
3.854726e+00,4.570108e+00,8.554539e+00,7.481235e+00,-1.052822e+01
3.819243e+00,6.936220e+00,8.463703e+00,6.465088e+00,4.482077e+01
4.305856e+00,4.886511e+00,8.396680e+00,7.885857e+00,-3.695059e+00
5.094551e+00,4.044080e+00,3.149778e+00,4.883771e+00,1.555726e+01
6.207529e+00,3.192481e+00,7.412544e+00,6.266309e+00,5.597598e+00
8.964018e+00,5.301625e+00,4.544516e+00,8.190698e+00,2.027268e+01
6.392070e+00,5.488284e+00,5.476102e+00,7.101878e+00,3.621313e+01
8.315819e+00,8.925841e+00,8.388174e+00,7.302787e+00,1.721139e+01
6.659774e+00,8.669475e+00,5.954598e+00,3.359646e+00,4.542315e+01
4.870495e+00,6.536012e+00,7.302623e+00,5.000681e+00,-9.930159e-01
3.993819e+00,7.885428e+00,5.198090e+00,8.736667e+00,2.877743e+01
8.614535e+00,3.158815e+00,6.231552e+00,8.661699e+00,1.212154e+01
5.379391e+00,4.406364e+00,7.327786e+00,8.388214e+00,2.216049e+01
4.205359e+00,6.539273e+00,7.598629e+00,8.558631e+00,5.657828e+00
8.784004e+00,8.709272e+00,3.844228e+00,5.025009e+00,1.576815e+01
8.731967e+00,6.520867e+00,4.122732e+00,5.729891e+00,1.528099e+01
8.263403e+00,5.811814e+00,8.692373e+00,5.049119e+00,2.756093e+01
7.877023e+00,8.598730e+00,7.361209e+00,8.966343e+00,1.804535e+01
7.313204e+00,4.160590e+00,7.292790e+00,6.030378e+00,1.651644e+01
3.663585e+00,5.286211e+00,8.807401e+00,4.800262e+00,3.694929e+00
7.235875e+00,8.587993e+00,8.943921e+00,4.927353e+00,2.441359e+01
3.562081e+00,6.767463e+00,4.578099e+00,4.209651e+00,3.267775e+01
3.410116e+00,4.863313e+00,8.413047e+00,6.458833e+00,1.800306e+01
8.337207e+00,5.909098e+00,7.142064e+00,6.828305e+00,1.913335e+01
3.108172e+00,4.813953e+00,5.491533e+00,6.010219e+00,5.879701e+00
8.478509e+00,6.278772e+00,4.757501e+00,6.391242e+00,1.783362e+01
6.627567e+00,6.602472e+00,6.524406e+00,5.140765e+00,2.332704e+01
6.380837e+00,7.244458e+00,7.131807e+00,8.440869e+00,3.012719e+01
8.238427e+00,4.783289e+00,3.080373e+00,5.091648e+00,2.620828e+01
6.125270e+00,3.234917e+00,4.886690e+00,4.863108e+00,2.508726e+01
4.995270e+00,6.966013e+00,6.994100e+00,7.262293e+00,2.364600e+01
5.031511e+00,6.591006e+00,3.968456e+00,4.085577e+00,-4.938230e+00
5.728494e+00,6.022218e+00,7.525483e+00,3.062540e+00,8.527437e+00
3.408837e+00,4.442466e+00,4.646600e+00,8.298382e+00,-3.487379e-01
8.067750e+00,6.038249e+00,3.720694e+00,6.314841e+00,6.624550e+00
7.971917e+00,8.642064e+00,5.791060e+00,6.031986e+00,6.724067e+01
6.752006e+00,8.556721e+00,6.308334e+00,6.007744e+00,6.608786e+00
5.772907e+00,5.895957e+00,5.801085e+00,3.523645e+00,3.462214e+00
3.480350e+00,8.768642e+00,7.192443e+00,5.127220e+00,4.086585e+01
4.015582e+00,8.258242e+00,4.659586e+00,7.655838e+00,1.102682e+01
7.325899e+00,7.312701e+00,6.090131e+00,7.264996e+00,-1.016410e+01
4.166849e+00,7.790380e+00,5.292415e+00,4.366046e+00,2.852797e+01
3.690592e+00,6.006702e+00,5.421342e+00,5.078442e+00,3.629156e+01
4.280605e+00,8.790828e+00,7.963641e+00,6.031137e+00,2.000609e+01
5.730043e+00,7.166984e+00,3.964971e+00,6.231314e+00,2.980049e+01
5.251910e+00,5.507690e+00,3.302208e+00,4.555994e+00,2.098007e+01
6.467538e+00,4.642114e+00,3.260173e+00,6.687943e+00,9.194583e+00
3.425892e+00,8.041746e+00,3.455278e+00,3.765235e+00,1.184255e+01
8.557093e+00,5.923088e+00,6.471478e+00,4.983500e+00,5.228186e+00
4.876148e+00,6.208531e+00,5.860743e+00,3.712446e+00,1.391889e+01
5.464215e+00,3.086009e+00,8.686793e+00,6.811997e+00,-1.260723e+01
7.651019e+00,6.166884e+00,8.378611e+00,4.340173e+00,1.203459e+01
