2.188603e+00,1.544609e+01
4.733622e+00,5.753923e+00
1.099924e+01,-5.725690e+00
3.145936e+00,1.343771e+00
6.922049e+00,2.237099e-01
1.209628e+01,3.866818e+00
6.641611e+00,-1.272061e-01
1.560876e+01,1.220080e+01
1.861935e+00,-1.391748e-01
8.808611e+00,2.803242e+00
6.265886e+00,5.235261e+00
2.162902e+01,1.718623e+01
2.445385e+01,2.155327e+01
1.317463e+01,5.461759e+00
1.501269e+01,1.029038e+01
1.681672e+01,2.222696e+01
7.729766e+00,9.215785e+00
9.015900e+00,-1.738942e+00
5.341138e+00,-2.593149e+00
4.504706e+00,8.636224e+00
8.998462e+00,1.860699e+01
1.575804e+01,1.115946e+01
1.942605e+01,3.005509e+00
4.316643e+00,-1.285267e+00
8.764641e+00,8.999723e+00
2.215464e+00,-2.149462e+00
8.219966e+00,-3.030490e+00
1.484843e+01,4.610804e-01
1.945220e+01,2.540043e+00
1.012536e+01,4.592221e+00
1.322835e+00,6.805126e+00
2.255781e+01,1.857201e+01
7.999889e+00,3.531044e+00
1.765119e+01,1.296294e+01
1.733169e+01,1.211407e+01
2.289795e+01,1.388551e+01
1.209197e+01,2.703063e+00
1.858747e+01,7.403067e-01
5.721687e+00,9.555598e+00
6.552756e+00,1.027436e+01
9.812547e+00,6.758405e+00
2.423086e+01,7.258439e+00
1.664244e+01,3.747426e+00
2.321038e+01,-9.153355e+00
1.952992e+01,5.630774e+00
2.014487e+01,7.623753e+00
1.338795e+01,2.261137e+00
2.783421e+00,3.422938e+00
9.902122e+00,3.947593e+00
2.280045e+01,1.505826e+01
3.640519e+00,3.155625e+00
9.465774e+00,1.471766e+00
2.039818e+00,8.785959e+00
1.319633e+01,8.651994e+00
1.257910e+01,1.187224e+01
1.270599e+01,1.058498e+01
2.506915e+00,3.488935e+00
2.264519e+01,1.547611e+01
5.977692e+00,8.511991e+00
6.619603e+00,-5.585171e+00
9.986447e+00,-2.947753e+00
2.127754e+01,8.159441e+00
1.167653e+01,7.340141e-01
1.507957e+01,-1.498226e+01
1.725114e+01,9.999511e-01
1.043136e+01,1.555088e+01
1.368835e+01,8.969921e+00
1.342877e+01,1.626727e+01
9.699695e+00,-5.242605e+00
1.420713e+01,1.440957e+01
6.599150e+00,-3.930138e-01
1.332953e+00,7.308719e+00
4.445224e+00,-2.396024e+00
1.433519e+01,2.183213e+00
2.030508e+01,1.077583e+01
1.141787e+01,1.094227e+01
1.136170e+01,-3.924859e+00
1.149067e+01,1.175942e+01
1.176237e+01,6.375955e+00
4.488570e+00,5.833010e+00
1.890408e+01,9.254397e+00
5.393683e+00,8.353219e+00
1.779708e+01,2.857170e+00
5.529836e+00,1.031234e+01
1.635320e+00,2.031789e+00
7.749667e+00,3.777728e+00
6.159056e+00,-2.545285e+00
5.766871e+00,-1.749197e+00
1.345291e+01,9.817721e+00
1.239474e+01,1.417071e+01
1.512930e+01,1.339964e+01
7.997471e+00,3.186077e+00
2.145772e+01,9.754945e+00
1.728835e+01,6.015947e+00
1.145807e+01,-5.616217e-01
9.316653e+00,1.329072e+01
8.828953e+00,5.246592e+00
3.333848e+00,6.737196e-01
8.266580e+00,3.493811e+00
6.016826e+00,3.494685e+00
9.748033e+00,7.543401e+00
1.198502e+01,1.187413e+01
1.950676e+01,1.055647e+01
2.200923e+01,8.938035e+00
1.813380e+01,1.487744e+01
1.172395e+01,7.833741e+00
6.224750e+00,9.074666e+00
2.163401e+01,1.397941e+01
1.467780e+01,1.597261e+00
2.341547e+00,-3.407070e+00
1.575615e+01,7.644959e+00
2.183748e+01,1.698651e+01
1.826790e+01,1.136069e+01
7.580535e+00,7.790971e+00
1.044034e+01,2.031561e+00
1.163402e+01,9.581168e+00
1.864458e+01,2.771895e+00
5.795360e+00,-2.383923e+00
6.838056e+00,-2.120719e+00
5.066628e+00,-6.574633e+00
4.363660e+00,-2.969067e+00
1.530995e+01,2.136665e+01
2.111111e+00,6.297584e+00
2.142649e+01,8.634328e+00
1.801634e+01,1.067506e+01
7.849408e+00,9.025765e+00
1.015706e+00,7.225951e+00
1.635945e+00,8.915758e-03
1.282683e+01,5.335482e+00
4.388993e+00,-8.456622e+00
5.835691e+00,3.994511e+00
1.572162e+01,2.009960e+01
1.171245e+01,1.292708e+00
1.234167e+01,-4.936000e+00
1.351250e+01,-6.712900e-02
2.297678e+00,1.375654e+01
2.489023e+01,1.637259e+01
1.181834e+01,2.892443e+00
2.340486e+00,6.458395e+00
1.781793e+01,4.036450e+00
1.544227e+01,-1.508925e+00
2.427968e+01,1.428134e+00
2.268719e+01,6.675447e+00
1.274339e+00,6.174777e+00
7.598921e+00,1.832253e+00
2.267739e+01,6.584897e+00
1.384212e+01,7.454862e+00
2.159521e+01,7.733303e+00
4.300745e+00,1.974790e+00
8.097430e+00,5.654310e+00
1.740381e+01,8.279723e+00
7.499956e+00,9.733519e+00
8.457574e+00,1.180697e+01
2.155292e+01,1.616513e+01
2.095971e+01,1.417608e+01
2.965481e+00,1.084423e+00
2.374966e+01,2.659700e+01
8.810381e+00,-3.208671e-01
2.431761e+01,2.162626e+01
2.341221e+01,1.011335e+01
1.286177e+01,8.244893e+00
2.876871e+00,-3.370725e+00
1.397793e+01,1.144124e+01
8.521803e+00,-2.324907e+00
1.704507e+01,-6.332689e+00
2.236290e+01,5.714557e+00
3.831170e+00,1.004912e+01
1.521774e+01,1.378202e+01
3.061926e+00,1.445413e+01
8.056156e+00,1.170980e+01
5.059962e+00,1.851112e+00
1.056730e+01,-5.595174e+00
9.092304e+00,1.073862e+01
1.727009e+01,1.240173e+01
2.323829e+01,1.145679e+01
3.076680e+00,-5.048164e+00
1.140875e+01,1.050974e+01
6.737060e+00,6.129259e+00
1.864142e+01,1.297759e+01
7.191111e+00,-1.567428e+00
6.092116e+00,-3.186822e+00
3.718031e+00,9.211658e-01
1.368941e+01,9.642433e+00
7.288209e+00,8.003889e+00
1.898696e+01,5.694421e+00
1.303191e+01,1.352173e+01
1.074701e+01,5.781999e-01
9.596203e+00,9.366491e+00
2.459804e+01,4.226670e+00
5.375482e+00,1.708362e+00
6.543043e+00,6.837783e+00
5.497335e+00,1.025320e+01
1.844419e+01,8.601407e+00
2.342899e+01,4.773636e+00
1.408992e+01,3.580356e+00
1.491286e+01,1.725943e+01
2.214313e+01,1.127430e+01
4.176482e+00,1.311590e+01
9.332139e+00,2.758536e+00
4.553460e+00,-3.080756e+00
