2.268400e+00,3.030000e+00,5.677800e+00,4.515500e+00,2.310670e+01
3.047300e+00,2.220100e+00,4.644300e+00,3.185400e+00,-3.323800e+00
3.156500e+00,3.754400e+00,5.493300e+00,5.682500e+00,1.408170e+01
2.613000e+00,3.411200e+00,5.632300e+00,5.909100e+00,9.290200e+00
3.956000e+00,4.440400e+00,6.012000e+00,5.417900e+00,1.385690e+01
6.333300e+00,3.437100e+00,2.013800e+00,4.347800e+00,2.608840e+01
5.511800e+00,4.340700e+00,5.976300e+00,3.180200e+00,3.221750e+01
3.176400e+00,2.582200e+00,4.971600e+00,3.919200e+00,7.388600e+00
6.543700e+00,6.234200e+00,2.928500e+00,5.830400e+00,1.122940e+01
2.454200e+00,4.212700e+00,4.250200e+00,5.141700e+00,2.125530e+01
3.798900e+00,3.686100e+00,2.040900e+00,2.589400e+00,2.612400e+00
2.034000e+00,4.918800e+00,4.233300e+00,5.701400e+00,1.463650e+01
4.205100e+00,4.147900e+00,5.187500e+00,5.863500e+00,6.288600e+00
3.028500e+00,5.837300e+00,4.535700e+00,5.121500e+00,2.760530e+01
5.363800e+00,5.416900e+00,5.892800e+00,2.311800e+00,1.820320e+01
4.235700e+00,4.076200e+00,4.554800e+00,3.547600e+00,-4.549200e+00
5.427300e+00,3.953500e+00,4.312100e+00,2.696900e+00,9.645800e+00
5.871000e+00,5.508900e+00,4.926300e+00,5.254800e+00,2.089030e+01
2.347900e+00,4.526600e+00,6.537800e+00,4.247000e+00,1.713550e+01
4.162500e+00,3.104500e+00,2.478600e+00,4.018000e+00,2.090950e+01
4.197000e+00,5.151900e+00,4.475300e+00,3.203200e+00,3.410000e-01
3.893700e+00,4.681600e+00,6.773300e+00,4.053300e+00,2.856430e+01
6.857600e+00,2.741300e+00,4.486900e+00,2.742900e+00,8.518000e+00
5.087700e+00,3.547300e+00,2.252800e+00,6.096900e+00,7.093100e+00
6.078400e+00,4.473600e+00,2.956700e+00,5.683700e+00,1.476270e+01
2.317900e+00,4.328300e+00,3.196500e+00,3.106300e+00,3.292220e+01
6.040000e+00,6.234300e+00,2.363000e+00,3.622400e+00,7.544700e+00
2.354400e+00,4.736700e+00,4.367000e+00,3.123600e+00,-2.124600e+00
3.838300e+00,2.879700e+00,3.159500e+00,6.087900e+00,2.195060e+01
2.713700e+00,3.694200e+00,4.844900e+00,3.190700e+00,1.168410e+01
6.010900e+00,6.335900e+00,4.181100e+00,4.752100e+00,1.269120e+01
6.156600e+00,4.652000e+00,5.968800e+00,4.007700e+00,6.782800e+00
5.414100e+00,6.832000e+00,6.323600e+00,3.126200e+00,7.835000e-01
6.398400e+00,6.030400e+00,5.883100e+00,5.881700e+00,6.486400e+00
4.994000e+00,4.231900e+00,6.198800e+00,5.775800e+00,1.276400e+01
