5.727476e+00,4.729694e+00,3.920046e+00,8.190522e+00
1.108050e+00,1.001189e+00,3.797483e+00,7.158014e+00
5.394444e+00,3.416226e+00,2.258812e+00,7.375523e+00
3.795613e+00,2.262202e+00,1.389801e+00,2.816564e+00
1.272316e+00,1.428665e+00,3.734825e+00,8.034925e+00
1.975520e+00,4.953780e+00,3.525496e+00,1.048752e+01
1.861447e+00,4.218511e+00,4.859636e+00,-8.360126e+00
3.243246e+00,1.438941e+00,1.218531e+00,2.374216e+00
2.186432e+00,4.679498e+00,5.304848e+00,6.804433e+00
3.382703e+00,3.109783e+00,2.655859e+00,-6.333867e-03
3.630673e+00,1.442756e+00,5.448473e+00,1.274426e+01
3.845709e+00,2.183270e+00,5.112250e+00,1.330784e+01
3.232704e+00,5.232572e+00,5.468345e+00,2.985946e+00
4.531866e+00,3.064475e+00,4.012453e+00,9.121991e+00
2.284709e+00,1.660950e+00,3.860611e+00,8.431673e+00
4.945778e+00,3.610916e+00,4.094262e+00,8.662933e+00
1.951048e+00,1.986407e+00,2.766452e+00,8.142613e+00
3.294912e+00,3.722083e+00,3.208909e+00,-4.458269e+00
3.349421e+00,4.433744e+00,3.880304e+00,8.907145e+00
3.497196e+00,1.926698e+00,3.565719e+00,1.146445e+01
4.647035e+00,3.373385e+00,2.482974e+00,1.293680e+01
2.833960e+00,2.432505e+00,1.278429e+00,9.488579e+00
3.489276e+00,3.245755e+00,5.390113e+00,5.191450e+00
4.176213e+00,4.840942e+00,2.902469e+00,3.852786e+00
3.374442e+00,1.149410e+00,5.114067e+00,1.620389e+01
3.466539e+00,4.243710e+00,3.374319e+00,1.660466e+00
2.465108e+00,5.357097e+00,3.305015e+00,1.551703e+00
1.238778e+00,1.877274e+00,4.417859e+00,-2.055808e+00
1.531536e+00,2.649706e+00,1.110570e+00,-3.608279e+00
1.416971e+00,4.470041e+00,4.095394e+00,7.994723e+00
4.239052e+00,2.792517e+00,5.469615e+00,1.613708e+01
2.387993e+00,5.003400e+00,2.815883e+00,8.028423e+00
2.722143e+00,1.403437e+00,2.482147e+00,4.343005e+00
1.181764e+00,2.752846e+00,1.660299e+00,6.105115e+00
3.043439e+00,5.825752e+00,5.939098e+00,8.196334e+00
2.723677e+00,2.111170e+00,5.389879e+00,7.256283e-01
1.869128e+00,1.925819e+00,2.394248e+00,7.680012e+00
5.219554e+00,5.560037e+00,3.617075e+00,4.799219e+00
5.339701e+00,1.423757e+00,3.939302e+00,7.051171e+00
3.450760e+00,4.679441e+00,1.097288e+00,1.459858e+01
1.277830e+00,4.330185e+00,3.793671e+00,1.567397e+01
5.683853e+00,1.649070e+00,2.055272e+00,3.919520e+00
1.801934e+00,3.577005e+00,1.276363e+00,7.349884e+00
1.147422e+00,1.885620e+00,5.326697e+00,5.239525e+00
3.694964e+00,4.535836e+00,1.662871e+00,2.879677e+00
5.185131e+00,4.083226e+00,2.114486e+00,1.370797e+01
2.548789e+00,2.243319e+00,1.765155e+00,-3.994185e+00
4.527281e+00,2.826886e+00,4.609430e+00,-1.048736e+01
