4.751450e+00,4.480079e+00,2.941043e-01
2.222827e+00,1.008033e+00,-5.713870e-02
3.339165e+00,2.394239e+00,-3.331638e-01
4.358598e+00,3.891919e+00,4.901452e-02
1.279290e+00,2.630442e+00,4.430146e-01
4.539430e+00,4.961013e+00,1.928145e-01
3.693308e+00,2.767384e+00,-2.466674e-01
4.695063e+00,2.204309e+00,2.547492e-01
2.707764e+00,4.640379e+00,-2.622328e-01
4.701438e+00,2.581768e+00,2.601915e-01
3.876299e+00,2.908463e+00,-1.825728e-01
4.473572e+00,3.804970e+00,1.222078e-01
2.311433e+00,4.439096e+00,-1.268611e-01
3.039938e+00,3.051262e+00,-3.645280e-01
1.409039e+00,1.781796e+00,3.903749e-01
3.661946e+00,4.071665e+00,-2.485846e-01
2.682423e+00,1.409850e+00,-2.468526e-01
3.139796e+00,4.355577e+00,-3.244919e-01
4.910011e+00,2.380448e+00,3.630181e-01
2.155572e+00,2.475514e+00,-8.701944e-02
4.219381e+00,1.669850e+00,-1.480587e-02
1.829239e+00,2.708862e+00,9.351780e-02
2.217438e+00,3.845403e+00,-7.587709e-02
3.232490e+00,2.150862e+00,-3.155023e-01
1.988506e+00,2.080178e+00,3.325801e-02
2.442180e+00,3.261571e+00,-2.129807e-01
2.102120e+00,1.293282e+00,-1.456913e-02
2.455914e+00,3.320100e+00,-2.240790e-01
3.707611e+00,4.350767e+00,-2.269775e-01
4.065359e+00,4.792471e+00,-4.783159e-02
4.174518e+00,3.457316e+00,-3.774385e-02
3.919064e+00,1.076500e+00,-1.440820e-01
4.880287e+00,1.534368e+00,3.835342e-01
2.093490e+00,4.999995e+00,5.255134e-04
4.936838e+00,3.733245e+00,3.971166e-01
4.272635e+00,1.334545e+00,5.568152e-02
3.004884e+00,4.843267e+00,-2.884781e-01
2.388133e+00,4.946357e+00,-1.426225e-01
3.530817e+00,3.525550e+00,-2.967534e-01
1.503195e+00,4.586374e+00,3.340175e-01
4.177669e+00,4.687253e+00,-3.131391e-03
1.516316e+00,3.593159e+00,2.788708e-01
2.187848e+00,2.558704e+00,-6.926379e-02
1.025825e+00,4.661299e+00,5.919607e-01
4.810542e+00,1.609785e+00,3.175465e-01
1.806239e+00,4.423396e+00,1.356572e-01
3.642345e+00,2.174784e+00,-2.720239e-01
2.467195e+00,3.225391e+00,-2.268048e-01
2.966344e+00,4.524781e+00,-3.053538e-01
4.032948e+00,4.585179e+00,-1.069786e-01
3.179623e+00,4.910296e+00,-3.093085e-01
4.823675e+00,2.850241e+00,2.964888e-01
2.723174e+00,2.010995e+00,-2.838046e-01
1.100740e+00,1.003913e+00,5.815703e-01
4.299504e+00,4.560977e+00,3.149265e-02
3.699234e+00,3.633985e+00,-2.582523e-01
1.404362e+00,2.936296e+00,3.494559e-01
4.840404e+00,3.145235e+00,3.172620e-01
1.110613e+00,2.668333e+00,5.134354e-01
3.996425e+00,2.780963e+00,-1.455162e-01
4.817499e+00,4.988431e+00,3.577437e-01
4.666157e+00,1.418338e+00,2.600893e-01
1.820205e+00,3.014931e+00,1.072044e-01
4.486114e+00,1.252039e+00,1.643247e-01
3.546026e+00,2.066208e+00,-2.819856e-01
2.412402e+00,1.054875e+00,-1.524887e-01
2.826693e+00,4.711449e+00,-2.801884e-01
3.872801e+00,1.148287e+00,-1.335664e-01
2.326079e+00,3.218457e+00,-1.506740e-01
1.926484e+00,1.198876e+00,9.018230e-02
2.816160e+00,1.444856e+00,-2.807474e-01
2.775069e+00,1.041974e+00,-2.621661e-01
1.050741e+00,2.544340e+00,5.496912e-01
3.668508e+00,2.628896e+00,-2.712413e-01
4.390030e+00,2.705712e+00,5.858045e-02
3.783919e+00,4.587339e+00,-2.085415e-01
3.827786e+00,4.566245e+00,-1.790646e-01
1.879006e+00,4.052478e+00,9.389078e-02
1.037614e+00,1.402446e+00,6.089793e-01
2.347659e+00,2.626675e+00,-1.607066e-01
1.311519e+00,4.248703e+00,4.183857e-01
4.954567e+00,1.129550e+00,4.122426e-01
1.674537e+00,2.937403e+00,1.898261e-01
1.044408e+00,3.407193e+00,5.715994e-01
4.126100e+00,3.207724e+00,-7.470054e-02
4.559191e+00,1.822975e+00,1.817752e-01
2.043547e+00,3.916495e+00,-1.475497e-02
4.563338e+00,4.447299e+00,1.923276e-01
1.196298e+00,3.197978e+00,4.735720e-01
4.450479e+00,1.466799e+00,1.404904e-01
1.630536e+00,4.852466e+00,2.539969e-01
4.907180e+00,4.263468e+00,3.936069e-01
1.715002e+00,2.072182e+00,1.630719e-01
2.146446e+00,2.809027e+00,-8.072720e-02
4.301720e+00,4.169436e+00,3.325309e-02
3.762010e+00,2.563955e+00,-2.165838e-01
4.527300e+00,1.004523e+00,1.883733e-01
4.893243e+00,2.711957e+00,3.565507e-01
1.484712e+00,2.184602e+00,3.180742e-01
4.642950e+00,4.398015e+00,2.433660e-01
1.948982e+00,1.152054e+00,8.148049e-02
4.018918e+00,4.540121e+00,-9.463146e-02
4.696657e+00,1.019401e+00,2.986877e-01
2.602146e+00,2.728470e+00,-2.711139e-01
2.498812e+00,4.608240e+00,-2.094975e-01
4.904284e+00,2.592118e+00,3.758074e-01
1.629663e+00,2.554866e+00,2.275597e-01
3.102799e+00,2.736131e+00,-3.552983e-01
2.672026e+00,3.394804e+00,-2.987307e-01
2.860395e+00,3.725755e+00,-3.199197e-01
4.257348e+00,2.932417e+00,-1.246950e-02
2.326682e+00,3.835715e+00,-1.485950e-01
3.748830e+00,3.517469e+00,-2.509812e-01
1.834274e+00,2.339854e+00,9.383369e-02
1.732854e+00,2.756888e+00,1.874365e-01
4.893762e+00,3.059245e+00,3.661327e-01
2.868370e+00,4.219481e+00,-3.052134e-01
3.856901e+00,2.830492e+00,-2.076885e-01
3.291287e+00,1.063245e+00,-2.959660e-01
1.159914e+00,2.376597e+00,5.082833e-01
3.615636e+00,1.158333e+00,-2.352907e-01
4.652376e+00,1.858978e+00,2.405199e-01
2.635057e+00,2.447994e+00,-2.747473e-01
4.318685e+00,3.501067e+00,1.767565e-02
2.237999e+00,4.035888e+00,-1.091545e-01
